extuserid,class,classcode,bundleCount
tch_20220828-171509_81,Perf_class_20220828-171509_81,NWv9-72Xn,2
tch_20220828-171509_83,Perf_class_20220828-171509_83,NmEo-Hfi6,2
tch_20220828-171509_86,Perf_class_20220828-171509_86,NUmz-kqoN,2
tch_20220828-171509_84,Perf_class_20220828-171509_84,8EL7-QJaH,2
tch_20220828-171509_87,Perf_class_20220828-171509_87,jH4A-NJ6o,2
tch_20220828-171509_85,Perf_class_20220828-171509_85,39oa-TG39,2
tch_20220828-171509_88,Perf_class_20220828-171509_88,vwma-HKbr,2
tch_20220828-171509_89,Perf_class_20220828-171509_89,PEPk-h73r,2
tch_20220828-171509_90,Perf_class_20220828-171509_90,ifNX-9jDw,2
tch_20220828-171509_94,Perf_class_20220828-171509_94,xLdY-6Lpb,2
tch_20220828-171509_95,Perf_class_20220828-171509_95,U3Dg-2Q4g,2
tch_20220828-171509_91,Perf_class_20220828-171509_91,treb-398H,3
tch_20220828-171509_92,Perf_class_20220828-171509_92,vD42-827U,3
tch_20220828-171509_93,Perf_class_20220828-171509_93,Me4a-Y9sc,3
tch_20220828-171509_96,Perf_class_20220828-171509_96,6f7B-9pzb,3
tch_20220828-171509_98,Perf_class_20220828-171509_98,zbEo-JbVf,3
tch_20220828-171509_97,Perf_class_20220828-171509_97,8NqT-M92Z,4
tch_20220828-171509_100,Perf_class_20220828-171509_100,3Jco-7V7e,4
tch_20220828-171509_99,Perf_class_20220828-171509_99,6gLm-en6R,4
tch_20220828-131138_1,Perf_class_20220828-131138_1,Ai6H-MJ7V,0
tch_20220828-131138_2,Perf_class_20220828-131138_2,6uy2-3r4t,0
tch_20220828-131138_5,Perf_class_20220828-131138_5,LVoZ-32JK,0
tch_20220828-131138_3,Perf_class_20220828-131138_3,Gm7h-6y8g,0
tch_20220828-131138_6,Perf_class_20220828-131138_6,c3AX-4w4b,0
tch_20220828-131138_4,Perf_class_20220828-131138_4,8edp-VUi4,0
tch_20220828-131138_7,Perf_class_20220828-131138_7,2Dk3-oPvV,0
tch_20220828-131138_9,Perf_class_20220828-131138_9,B867-2AmN,0
tch_20220828-131138_8,Perf_class_20220828-131138_8,74B2-9V3T,0
tch_20220828-131138_11,Perf_class_20220828-131138_11,mWTC-6Q93,0
tch_20220828-131138_12,Perf_class_20220828-131138_12,ci3u-rFm4,1
tch_20220828-131138_10,Perf_class_20220828-131138_10,24p4-md96,1
tch_20220828-131138_13,Perf_class_20220828-131138_13,iy6b-zXd2,1
tch_20220828-131138_14,Perf_class_20220828-131138_14,nz7h-7hDA,1
tch_20220828-131138_15,Perf_class_20220828-131138_15,vjct-uoYq,1
tch_20220828-131138_16,Perf_class_20220828-131138_16,pNF8-xv9s,1
tch_20220828-131138_19,Perf_class_20220828-131138_19,38yc-2a9A,1
tch_20220828-131138_20,Perf_class_20220828-131138_20,Y9Ei-8aka,1
tch_20220828-131138_21,Perf_class_20220828-131138_21,2dGh-BXdo,1
tch_20220828-131138_17,Perf_class_20220828-131138_17,tz8K-xLwZ,1
tch_20220828-131138_18,Perf_class_20220828-131138_18,i2Kx-BrWg,2
tch_20220828-131138_22,Perf_class_20220828-131138_22,z3Wd-fLJf,2
tch_20220828-131138_24,Perf_class_20220828-131138_24,h4AJ-BkDu,2
tch_20220828-131138_23,Perf_class_20220828-131138_23,7Vqv-W7M3,2
tch_20220828-131138_25,Perf_class_20220828-131138_25,VKw3-7P7h,2
tch_20220828-131138_28,Perf_class_20220828-131138_28,2gJG-c7gk,2
tch_20220828-131138_26,Perf_class_20220828-131138_26,C9P9-z8aV,2
tch_20220828-131138_27,Perf_class_20220828-131138_27,Z7jD-76RM,2
tch_20220828-131138_29,Perf_class_20220828-131138_29,XY62-pgBb,2
tch_20220828-131138_30,Perf_class_20220828-131138_30,64mM-3p2F,2
tch_20220828-131138_31,Perf_class_20220828-131138_31,6LFj-RPyu,2
tch_20220828-131138_32,Perf_class_20220828-131138_32,paJe-g86C,2
tch_20220828-131138_33,Perf_class_20220828-131138_33,ckW2-wG92,2
tch_20220828-131138_35,Perf_class_20220828-131138_35,dTaw-Y2mP,2
tch_20220828-131138_34,Perf_class_20220828-131138_34,gYoA-7GHc,2
tch_20220828-131138_38,Perf_class_20220828-131138_38,rLNQ-jD3b,2
tch_20220828-131138_36,Perf_class_20220828-131138_36,zkv8-L6Fq,2
tch_20220828-131138_37,Perf_class_20220828-131138_37,N87R-nF3t,2
tch_20220828-131138_39,Perf_class_20220828-131138_39,msH2-3UXU,2
tch_20220828-131138_40,Perf_class_20220828-131138_40,HUxU-NmBH,2
tch_20220828-131138_41,Perf_class_20220828-131138_41,sjXi-7i9Z,2
tch_20220828-131138_42,Perf_class_20220828-131138_42,n3Do-2T9x,2
tch_20220828-131138_45,Perf_class_20220828-131138_45,CzJM-LdXm,3
tch_20220828-131138_43,Perf_class_20220828-131138_43,tPx7-UokK,3
tch_20220828-131138_44,Perf_class_20220828-131138_44,ctN7-tJ96,3
tch_20220828-131138_47,Perf_class_20220828-131138_47,LUsw-v3ET,3
tch_20220828-131138_46,Perf_class_20220828-131138_46,NerP-6Rxn,3
tch_20220828-131138_48,Perf_class_20220828-131138_48,DdYe-P7Tc,4
tch_20220828-131138_50,Perf_class_20220828-131138_50,y2R3-Pm3e,4
tch_20220828-131138_49,Perf_class_20220828-131138_49,FYU8-m4dA,4
tch_20220828-131138_51,Perf_class_20220828-131138_51,k268-qykF,0
tch_20220828-131138_52,Perf_class_20220828-131138_52,jh7L-y9bU,0
tch_20220828-131138_53,Perf_class_20220828-131138_53,7zwX-FDqN,0
tch_20220828-131138_55,Perf_class_20220828-131138_55,TF7P-y9YF,0
tch_20220828-131138_54,Perf_class_20220828-131138_54,w7nj-3Yro,0
tch_20220828-131138_57,Perf_class_20220828-131138_57,e298-2mZ3,0
tch_20220828-131138_58,Perf_class_20220828-131138_58,Xn9D-oJo9,0
tch_20220828-131138_56,Perf_class_20220828-131138_56,8gN4-JrDW,0
tch_20220828-131138_59,Perf_class_20220828-131138_59,8qxD-U8D9,0
tch_20220828-131138_60,Perf_class_20220828-131138_60,CUQj-Eba6,0
tch_20220828-131138_61,Perf_class_20220828-131138_61,m97F-us8L,1
tch_20220828-131138_63,Perf_class_20220828-131138_63,pc3A-43u9,1
tch_20220828-131138_62,Perf_class_20220828-131138_62,sY6E-g26K,1
tch_20220828-131138_65,Perf_class_20220828-131138_65,ji3T-FA8j,1
tch_20220828-131138_64,Perf_class_20220828-131138_64,p4jZ-APgt,1
tch_20220828-131138_67,Perf_class_20220828-131138_67,A74d-CMHF,1
tch_20220828-131138_66,Perf_class_20220828-131138_66,cFw8-mvn7,1
tch_20220828-131138_68,Perf_class_20220828-131138_68,9E3W-yaCN,1
tch_20220828-131138_69,Perf_class_20220828-131138_69,7m2R-gWF8,1
tch_20220828-131138_70,Perf_class_20220828-131138_70,i7dX-wqie,1
tch_20220828-131138_71,Perf_class_20220828-131138_71,VRKD-HDkL,2
tch_20220828-131138_72,Perf_class_20220828-131138_72,MGC6-Z84f,2
tch_20220828-131138_74,Perf_class_20220828-131138_74,9U9F-U8AH,2
tch_20220828-131138_76,Perf_class_20220828-131138_76,kA9i-LJz9,2
tch_20220828-131138_75,Perf_class_20220828-131138_75,a4Qb-K9JA,2
tch_20220828-131138_73,Perf_class_20220828-131138_73,B8tm-kFyB,2
tch_20220828-131138_77,Perf_class_20220828-131138_77,hXuf-42mu,2
tch_20220828-131138_78,Perf_class_20220828-131138_78,RQW9-AGod,2
tch_20220828-131138_79,Perf_class_20220828-131138_79,N3dk-7p34,2
tch_20220828-131138_80,Perf_class_20220828-131138_80,jKaA-y786,2
tch_20220828-131138_81,Perf_class_20220828-131138_81,QXDK-VR24,2
tch_20220828-131138_82,Perf_class_20220828-131138_82,WgkE-JkVU,2
tch_20220828-131138_83,Perf_class_20220828-131138_83,G6sD-JkdV,2
tch_20220828-131138_84,Perf_class_20220828-131138_84,vgbk-hW26,2
tch_20220828-131138_85,Perf_class_20220828-131138_85,o2FC-8Xks,2
tch_20220828-131138_87,Perf_class_20220828-131138_87,M4pC-94hk,2
tch_20220828-131138_86,Perf_class_20220828-131138_86,6L4E-L7PD,2
tch_20220828-131138_88,Perf_class_20220828-131138_88,W9Pu-JE4i,2
tch_20220828-131138_89,Perf_class_20220828-131138_89,27gc-8v38,2
tch_20220828-131138_90,Perf_class_20220828-131138_90,g62T-3EV9,2
tch_20220828-131138_92,Perf_class_20220828-131138_92,476K-Mk34,2
tch_20220828-131138_91,Perf_class_20220828-131138_91,XQ4o-Bb9Q,2
tch_20220828-131138_93,Perf_class_20220828-131138_93,dup3-4QJH,3
tch_20220828-131138_97,Perf_class_20220828-131138_97,UG6t-E7gR,3
tch_20220828-131138_95,Perf_class_20220828-131138_95,f6zu-xLZ9,3
tch_20220828-131138_94,Perf_class_20220828-131138_94,2C49-ZFDd,3
tch_20220828-131138_96,Perf_class_20220828-131138_96,JHZb-7swa,3
tch_20220828-131138_98,Perf_class_20220828-131138_98,Zhtv-3GHe,4
tch_20220828-131138_99,Perf_class_20220828-131138_99,4VXK-sPJy,4
tch_20220828-131138_100,Perf_class_20220828-131138_100,mNuE-ojR4,4
tch_20220828-132322_1,Perf_class_20220828-132322_1,JCZY-wj7L,0
tch_20220828-132322_3,Perf_class_20220828-132322_3,N9Cr-3H3V,0
tch_20220828-132322_2,Perf_class_20220828-132322_2,bP8w-783m,0
tch_20220828-132322_4,Perf_class_20220828-132322_4,VxLz-wB6Y,0
tch_20220828-132322_5,Perf_class_20220828-132322_5,9AEr-Z9rR,0
tch_20220828-132322_7,Perf_class_20220828-132322_7,AMHy-C9t4,0
tch_20220828-132322_6,Perf_class_20220828-132322_6,8rBp-T9wc,0
tch_20220828-132322_8,Perf_class_20220828-132322_8,jNhE-8va7,0
tch_20220828-132322_10,Perf_class_20220828-132322_10,fumB-6TN2,0
tch_20220828-132322_9,Perf_class_20220828-132322_9,jFx9-Ti76,0
tch_20220828-132322_11,Perf_class_20220828-132322_11,D968-frs4,1
tch_20220828-132322_12,Perf_class_20220828-132322_12,j6aD-rfVo,1
tch_20220828-132322_13,Perf_class_20220828-132322_13,Ro68-yhn6,1
tch_20220828-132322_15,Perf_class_20220828-132322_15,cF93-9hMY,1
tch_20220828-132322_14,Perf_class_20220828-132322_14,MigW-R4uo,1
tch_20220828-132322_17,Perf_class_20220828-132322_17,3Avh-FZX3,1
tch_20220828-132322_16,Perf_class_20220828-132322_16,9YVj-RQ7f,1
tch_20220828-132322_20,Perf_class_20220828-132322_20,2UP4-36Dk,1
tch_20220828-132322_19,Perf_class_20220828-132322_19,8PZG-ah37,1
tch_20220828-132322_18,Perf_class_20220828-132322_18,AuTf-8BGc,1
tch_20220828-132322_21,Perf_class_20220828-132322_21,f7p6-2aY4,2
tch_20220828-132322_22,Perf_class_20220828-132322_22,yRU6-424P,2
tch_20220828-132322_24,Perf_class_20220828-132322_24,Gq9w-dqHN,2
tch_20220828-132322_25,Perf_class_20220828-132322_25,JkGT-y6h8,2
tch_20220828-132322_23,Perf_class_20220828-132322_23,Zty6-cbB9,2
tch_20220828-132322_26,Perf_class_20220828-132322_26,8UKX-3MW3,2
tch_20220828-132322_27,Perf_class_20220828-132322_27,7BZ9-zD6B,2
tch_20220828-132322_28,Perf_class_20220828-132322_28,3Ttq-W3wk,2
tch_20220828-132322_31,Perf_class_20220828-132322_31,43jp-ys9f,2
tch_20220828-132322_29,Perf_class_20220828-132322_29,74Q8-7s87,2
tch_20220828-132322_30,Perf_class_20220828-132322_30,UYA4-BRCn,2
tch_20220828-132322_34,Perf_class_20220828-132322_34,8RKj-Aa82,2
tch_20220828-132322_33,Perf_class_20220828-132322_33,9KaY-7p9F,2
tch_20220828-132322_32,Perf_class_20220828-132322_32,H2JK-ue9p,2
tch_20220828-132322_36,Perf_class_20220828-132322_36,8ew2-QfLv,2
tch_20220828-132322_37,Perf_class_20220828-132322_37,7ZNr-pwZW,2
tch_20220828-132322_35,Perf_class_20220828-132322_35,8gd2-U72L,2
tch_20220828-132322_40,Perf_class_20220828-132322_40,XV8q-QZc7,2
tch_20220828-132322_38,Perf_class_20220828-132322_38,e9un-69wZ,2
tch_20220828-132322_39,Perf_class_20220828-132322_39,id2C-Wnp9,2
tch_20220828-132322_43,Perf_class_20220828-132322_43,R8AE-39L6,2
tch_20220828-132322_41,Perf_class_20220828-132322_41,q6qU-37j3,2
tch_20220828-132322_42,Perf_class_20220828-132322_42,7hgr-7q7q,3
tch_20220828-132322_47,Perf_class_20220828-132322_47,ma7r-e92F,3
tch_20220828-132322_44,Perf_class_20220828-132322_44,6M8f-TAMz,3
tch_20220828-132322_46,Perf_class_20220828-132322_46,KpC9-THYE,3
tch_20220828-132322_45,Perf_class_20220828-132322_45,WRW4-afZf,3
tch_20220828-132322_49,Perf_class_20220828-132322_49,ybm7-4bmC,4
tch_20220828-132322_50,Perf_class_20220828-132322_50,qJdx-4ABs,4
tch_20220828-132322_51,Perf_class_20220828-132322_51,GFhJ-is6B,4
tch_20220828-132322_48,Perf_class_20220828-132322_48,d9iV-YBdz,0
tch_20220828-132322_53,Perf_class_20220828-132322_53,V34j-Xty3,0
tch_20220828-132322_52,Perf_class_20220828-132322_52,so4h-2XnD,0
tch_20220828-132322_55,Perf_class_20220828-132322_55,K4cR-Vwx4,0
tch_20220828-132322_54,Perf_class_20220828-132322_54,7st8-2KeP,0
tch_20220828-132322_56,Perf_class_20220828-132322_56,4pz6-vAQ6,0
tch_20220828-132322_58,Perf_class_20220828-132322_58,8V34-PQk6,0
tch_20220828-132322_60,Perf_class_20220828-132322_60,bw8t-hXmT,0
tch_20220828-132322_57,Perf_class_20220828-132322_57,78A4-sven,0
tch_20220828-132322_59,Perf_class_20220828-132322_59,s7WD-82Mq,0
tch_20220828-132322_61,Perf_class_20220828-132322_61,6m6d-rJ7P,1
tch_20220828-132322_62,Perf_class_20220828-132322_62,ZGyE-i2dR,1
tch_20220828-132322_65,Perf_class_20220828-132322_65,Mzr8-VM4m,1
tch_20220828-132322_64,Perf_class_20220828-132322_64,ko4R-yBu2,1
tch_20220828-132322_63,Perf_class_20220828-132322_63,bLWw-Jgd2,1
tch_20220828-132322_66,Perf_class_20220828-132322_66,827Y-8Kn3,1
tch_20220828-132322_69,Perf_class_20220828-132322_69,fdze-7QmF,1
tch_20220828-132322_67,Perf_class_20220828-132322_67,2gaz-q97X,1
tch_20220828-132322_68,Perf_class_20220828-132322_68,Yo7Q-zd2A,1
tch_20220828-132322_71,Perf_class_20220828-132322_71,2wmt-nJio,1
tch_20220828-132322_70,Perf_class_20220828-132322_70,ZTV9-z4gd,2
tch_20220828-132322_73,Perf_class_20220828-132322_73,8T8E-8DB4,2
tch_20220828-132322_72,Perf_class_20220828-132322_72,FYHE-ePX7,2
tch_20220828-132322_76,Perf_class_20220828-132322_76,3gZG-sxaj,2
tch_20220828-132322_75,Perf_class_20220828-132322_75,6tXw-Xaqo,2
tch_20220828-132322_77,Perf_class_20220828-132322_77,X38z-8FJE,2
tch_20220828-132322_74,Perf_class_20220828-132322_74,4Zmt-Vqw6,2
tch_20220828-132322_80,Perf_class_20220828-132322_80,34PX-ygYy,2
tch_20220828-132322_78,Perf_class_20220828-132322_78,oGM3-GArH,2
tch_20220828-132322_79,Perf_class_20220828-132322_79,pQYP-mDd4,2
tch_20220828-132322_81,Perf_class_20220828-132322_81,oUEH-8sN2,2
tch_20220828-132322_82,Perf_class_20220828-132322_82,kg83-MBWu,2
tch_20220828-132322_83,Perf_class_20220828-132322_83,s9Fp-Ga8x,2
tch_20220828-132322_85,Perf_class_20220828-132322_85,KB6W-uJoN,2
tch_20220828-132322_87,Perf_class_20220828-132322_87,4oN7-ztp7,2
tch_20220828-132322_86,Perf_class_20220828-132322_86,Zqhb-D8bH,2
tch_20220828-132322_84,Perf_class_20220828-132322_84,qQGZ-73hE,2
tch_20220828-132322_90,Perf_class_20220828-132322_90,fNqX-d6yG,2
tch_20220828-132322_88,Perf_class_20220828-132322_88,s2Db-26Zt,2
tch_20220828-132322_91,Perf_class_20220828-132322_91,4iQ3-bt2M,2
tch_20220828-132322_89,Perf_class_20220828-132322_89,Q2df-VcW6,2
tch_20220828-132322_92,Perf_class_20220828-132322_92,3ykE-8ZbY,2
tch_20220828-132322_93,Perf_class_20220828-132322_93,rZkT-qhw7,3
tch_20220828-132322_94,Perf_class_20220828-132322_94,8X4y-aPUj,3
tch_20220828-132322_95,Perf_class_20220828-132322_95,b2v9-k4Eo,3
tch_20220828-132322_97,Perf_class_20220828-132322_97,LMNe-GMjo,3
tch_20220828-132322_98,Perf_class_20220828-132322_98,g79q-MAZW,3
tch_20220828-132322_100,Perf_class_20220828-132322_100,ab29-6arL,4
tch_20220828-132322_96,Perf_class_20220828-132322_96,7phB-f6Xo,4
tch_20220828-132322_99,Perf_class_20220828-132322_99,T6xB-qLb8,4
tch_20220828-132902_3,Perf_class_20220828-132902_3,2kZ8-2i7W,0
tch_20220828-132902_1,Perf_class_20220828-132902_1,H82x-H48r,0
tch_20220828-132902_2,Perf_class_20220828-132902_2,D969-38gs,0
tch_20220828-132902_6,Perf_class_20220828-132902_6,34wj-edoJ,0
tch_20220828-132902_4,Perf_class_20220828-132902_4,9pz6-H36C,0
tch_20220828-132902_5,Perf_class_20220828-132902_5,pbTq-PUJu,0
tch_20220828-132902_7,Perf_class_20220828-132902_7,V7F7-fi9B,0
tch_20220828-132902_10,Perf_class_20220828-132902_10,GE92-ge8j,0
tch_20220828-132902_8,Perf_class_20220828-132902_8,KjE7-iQ62,0
tch_20220828-132902_9,Perf_class_20220828-132902_9,86hG-xD2P,0
tch_20220828-132902_11,Perf_class_20220828-132902_11,Z2ow-RW9M,1
tch_20220828-132902_14,Perf_class_20220828-132902_14,3Lxj-73L8,1
tch_20220828-132902_15,Perf_class_20220828-132902_15,7to3-Y9q2,1
tch_20220828-132902_13,Perf_class_20220828-132902_13,72Xn-Ti7H,1
tch_20220828-132902_12,Perf_class_20220828-132902_12,f2a3-HzQ4,1
tch_20220828-132902_18,Perf_class_20220828-132902_18,9Mqp-euYL,1
tch_20220828-132902_16,Perf_class_20220828-132902_16,7f6w-tY8B,1
tch_20220828-132902_17,Perf_class_20220828-132902_17,2c7i-rvAq,1
tch_20220828-132902_19,Perf_class_20220828-132902_19,9AGE-94tg,1
tch_20220828-132902_20,Perf_class_20220828-132902_20,r8Gc-8Q8p,1
tch_20220828-132902_23,Perf_class_20220828-132902_23,6JN6-2Pd7,2
tch_20220828-132902_25,Perf_class_20220828-132902_25,4oex-YDx2,2
tch_20220828-132902_21,Perf_class_20220828-132902_21,NWC4-FbdU,2
tch_20220828-132902_24,Perf_class_20220828-132902_24,83yX-C4TN,2
tch_20220828-132902_26,Perf_class_20220828-132902_26,6934-86zR,2
tch_20220828-132902_22,Perf_class_20220828-132902_22,82h7-p6fY,2
tch_20220828-132902_27,Perf_class_20220828-132902_27,F4YX-92eC,2
tch_20220828-132902_28,Perf_class_20220828-132902_28,h2e3-UXqQ,2
tch_20220828-132902_31,Perf_class_20220828-132902_31,UdDN-C7PQ,2
tch_20220828-132902_30,Perf_class_20220828-132902_30,47MH-sVx2,2
tch_20220828-132902_33,Perf_class_20220828-132902_33,QfJ2-7KBq,2
tch_20220828-132902_32,Perf_class_20220828-132902_32,c64W-9Q6T,2
tch_20220828-132902_29,Perf_class_20220828-132902_29,7iPN-n4oq,2
tch_20220828-132902_34,Perf_class_20220828-132902_34,xzeQ-L9mn,2
tch_20220828-132902_36,Perf_class_20220828-132902_36,2xV8-49o9,2
tch_20220828-132902_38,Perf_class_20220828-132902_38,tA9T-63as,2
tch_20220828-132902_37,Perf_class_20220828-132902_37,7gd9-hfGr,2
tch_20220828-132902_35,Perf_class_20220828-132902_35,Yp9t-FBA9,2
tch_20220828-132902_39,Perf_class_20220828-132902_39,J6Kf-3Wbe,2
tch_20220828-132902_40,Perf_class_20220828-132902_40,cn7i-AR6x,2
tch_20220828-132902_41,Perf_class_20220828-132902_41,9tT8-jcvd,2
tch_20220828-132902_42,Perf_class_20220828-132902_42,Pz8y-CGzR,2
tch_20220828-132902_43,Perf_class_20220828-132902_43,u4Q4-3opr,3
tch_20220828-132902_46,Perf_class_20220828-132902_46,k3Bj-RC3a,3
tch_20220828-132902_44,Perf_class_20220828-132902_44,7X7J-4eq6,3
tch_20220828-132902_47,Perf_class_20220828-132902_47,7REH-3L3s,3
tch_20220828-132902_45,Perf_class_20220828-132902_45,6ab8-CBMz,3
tch_20220828-132902_48,Perf_class_20220828-132902_48,dwKV-3284,4
tch_20220828-132902_50,Perf_class_20220828-132902_50,3gA9-4xHr,4
tch_20220828-132902_49,Perf_class_20220828-132902_49,G6UT-cYQj,4
tch_20220828-132902_51,Perf_class_20220828-132902_51,46aT-Huo6,0
tch_20220828-132902_52,Perf_class_20220828-132902_52,9uCR-eda4,0
tch_20220828-132902_53,Perf_class_20220828-132902_53,jWHX-zw9p,0
tch_20220828-132902_54,Perf_class_20220828-132902_54,424e-xjty,0
tch_20220828-132902_55,Perf_class_20220828-132902_55,xKG3-aUcW,0
tch_20220828-132902_56,Perf_class_20220828-132902_56,rq23-XU8J,0
tch_20220828-132902_58,Perf_class_20220828-132902_58,X6q7-u8T4,0
tch_20220828-132902_57,Perf_class_20220828-132902_57,Jz3C-rXgh,0
tch_20220828-132902_61,Perf_class_20220828-132902_61,PoL6-Zd2F,0
tch_20220828-132902_59,Perf_class_20220828-132902_59,47zp-ntdB,0
tch_20220828-132902_60,Perf_class_20220828-132902_60,KwJC-hX4q,1
tch_20220828-132902_62,Perf_class_20220828-132902_62,Rif2-X38u,1
tch_20220828-132902_64,Perf_class_20220828-132902_64,fZ4N-Wztw,1
tch_20220828-132902_63,Perf_class_20220828-132902_63,oFE7-832v,1
tch_20220828-132902_65,Perf_class_20220828-132902_65,Yh7m-y4Uw,1
tch_20220828-132902_66,Perf_class_20220828-132902_66,yCXt-ZRfh,1
tch_20220828-132902_67,Perf_class_20220828-132902_67,tUAJ-eP4C,1
tch_20220828-132902_69,Perf_class_20220828-132902_69,Xm3T-eua8,1
tch_20220828-132902_68,Perf_class_20220828-132902_68,KAa8-mAVW,1
tch_20220828-132902_71,Perf_class_20220828-132902_71,p3Rg-DdLF,1
tch_20220828-132902_72,Perf_class_20220828-132902_72,Aknm-DJVn,2
tch_20220828-132902_70,Perf_class_20220828-132902_70,qh6L-mB9d,2
tch_20220828-132902_73,Perf_class_20220828-132902_73,K4YQ-828c,2
tch_20220828-132902_74,Perf_class_20220828-132902_74,pL76-QxmF,2
tch_20220828-132902_76,Perf_class_20220828-132902_76,JMjU-mCPG,2
tch_20220828-132902_75,Perf_class_20220828-132902_75,7vRE-6wtX,2
tch_20220828-132902_77,Perf_class_20220828-132902_77,Ng3e-nC2q,2
tch_20220828-132902_78,Perf_class_20220828-132902_78,4Ec2-TU6h,2
tch_20220828-132902_80,Perf_class_20220828-132902_80,TXaA-7iUf,2
tch_20220828-132902_79,Perf_class_20220828-132902_79,M23b-p8xi,2
tch_20220828-132902_83,Perf_class_20220828-132902_83,6uxF-B4mt,2
tch_20220828-132902_81,Perf_class_20220828-132902_81,VRN3-Toq9,2
tch_20220828-132902_84,Perf_class_20220828-132902_84,c4EQ-NnTv,2
tch_20220828-132902_82,Perf_class_20220828-132902_82,836i-JfC9,2
tch_20220828-132902_87,Perf_class_20220828-132902_87,hnNL-WHy7,2
tch_20220828-132902_85,Perf_class_20220828-132902_85,Npmn-3sLP,2
tch_20220828-132902_86,Perf_class_20220828-132902_86,pfg7-Ch3A,2
tch_20220828-132902_90,Perf_class_20220828-132902_90,x82W-jJ6V,2
tch_20220828-132902_88,Perf_class_20220828-132902_88,rK7c-njb6,2
tch_20220828-132902_92,Perf_class_20220828-132902_92,496N-kxEk,2
tch_20220828-132902_89,Perf_class_20220828-132902_89,KYQW-ro2y,2
tch_20220828-132902_91,Perf_class_20220828-132902_91,2vmY-2cFn,2
tch_20220828-132902_94,Perf_class_20220828-132902_94,VjdT-W6oc,3
tch_20220828-132902_95,Perf_class_20220828-132902_95,pU4P-bUWN,3
tch_20220828-132902_93,Perf_class_20220828-132902_93,j6u8-VP9f,3
tch_20220828-132902_96,Perf_class_20220828-132902_96,9b4C-DC46,3
tch_20220828-132902_97,Perf_class_20220828-132902_97,963s-36bP,3
tch_20220828-132902_98,Perf_class_20220828-132902_98,iePE-Qr98,4
tch_20220828-132902_99,Perf_class_20220828-132902_99,kY8Y-eLe8,4
tch_20220828-132902_100,Perf_class_20220828-132902_100,JYry-3HbN,4
tch_20220828-134159_3,Perf_class_20220828-134159_3,96hV-a86d,0
tch_20220828-134159_2,Perf_class_20220828-134159_2,fr7y-pWjL,0
tch_20220828-134159_1,Perf_class_20220828-134159_1,9Kmp-y4zu,0
tch_20220828-134159_5,Perf_class_20220828-134159_5,38LT-ePM9,0
tch_20220828-134159_4,Perf_class_20220828-134159_4,xsb2-63Rg,0
tch_20220828-134159_7,Perf_class_20220828-134159_7,uHU2-8k6s,0
tch_20220828-134159_6,Perf_class_20220828-134159_6,84tn-UHyP,0
tch_20220828-134159_8,Perf_class_20220828-134159_8,7R6Z-z3rV,0
tch_20220828-134159_11,Perf_class_20220828-134159_11,2W36-X3gk,0
tch_20220828-134159_10,Perf_class_20220828-134159_10,yYHs-6M4g,0
tch_20220828-134159_9,Perf_class_20220828-134159_9,j964-7j8m,1
tch_20220828-134159_13,Perf_class_20220828-134159_13,LtNu-pLrV,1
tch_20220828-134159_12,Perf_class_20220828-134159_12,NF3Y-89JF,1
tch_20220828-134159_15,Perf_class_20220828-134159_15,u7v4-Kuju,1
tch_20220828-134159_14,Perf_class_20220828-134159_14,V6Mr-mDf2,1
tch_20220828-134159_16,Perf_class_20220828-134159_16,76Cu-x38f,1
tch_20220828-134159_18,Perf_class_20220828-134159_18,V468-6TPt,1
tch_20220828-134159_19,Perf_class_20220828-134159_19,etZL-3LM4,1
tch_20220828-134159_17,Perf_class_20220828-134159_17,tm4J-owQ7,1
tch_20220828-134159_20,Perf_class_20220828-134159_20,JRjo-Lc7k,1
tch_20220828-134159_24,Perf_class_20220828-134159_24,rNjn-K2n2,2
tch_20220828-134159_21,Perf_class_20220828-134159_21,BXB2-fGLx,2
tch_20220828-134159_22,Perf_class_20220828-134159_22,t3vX-3hLm,2
tch_20220828-134159_25,Perf_class_20220828-134159_25,Q478-r72U,2
tch_20220828-134159_23,Perf_class_20220828-134159_23,rNj9-89Q4,2
tch_20220828-134159_27,Perf_class_20220828-134159_27,J42r-6sZh,2
tch_20220828-134159_26,Perf_class_20220828-134159_26,89yQ-a3Ru,2
tch_20220828-134159_28,Perf_class_20220828-134159_28,tm2t-cxNG,2
tch_20220828-134159_30,Perf_class_20220828-134159_30,Jk2E-rwin,2
tch_20220828-134159_29,Perf_class_20220828-134159_29,624a-GPWe,2
tch_20220828-134159_32,Perf_class_20220828-134159_32,sJeR-CF3Y,2
tch_20220828-134159_34,Perf_class_20220828-134159_34,sWw9-dmVm,2
tch_20220828-134159_31,Perf_class_20220828-134159_31,R6v6-V28Q,2
tch_20220828-134159_33,Perf_class_20220828-134159_33,D6kt-X84m,2
tch_20220828-134159_35,Perf_class_20220828-134159_35,4Uzv-iMua,2
tch_20220828-134159_36,Perf_class_20220828-134159_36,NoEW-Ro6e,2
tch_20220828-134159_37,Perf_class_20220828-134159_37,AMa6-2WR7,2
tch_20220828-134159_38,Perf_class_20220828-134159_38,39Gy-fu8s,2
tch_20220828-134159_39,Perf_class_20220828-134159_39,764Z-793m,2
tch_20220828-134159_40,Perf_class_20220828-134159_40,QKhq-K28s,2
tch_20220828-134159_41,Perf_class_20220828-134159_41,xV3G-8Qd7,2
